score_threshold,nms_threshold,mae,rmse
0.2,0.2,17.819,24.921255987610255
0.30000000000000004,0.2,15.775,23.564443553795197
0.4000000000000001,0.2,14.084666666666667,22.526858043973494
0.5000000000000001,0.2,12.7375,21.757194212489807
0.6000000000000001,0.2,11.6758,21.207418513341032
0.7000000000000002,0.2,10.852833333333333,20.823940549281254
0.8000000000000003,0.2,10.232857142857142,20.56231643426531
0.2,0.30000000000000004,11.34,21.35079623807974
0.30000000000000004,0.30000000000000004,11.681777777777778,21.516143809810448
0.4000000000000001,0.30000000000000004,11.6202,21.42847171405371
0.5000000000000001,0.30000000000000004,11.372363636363636,21.253055395315837
0.6000000000000001,0.30000000000000004,11.051833333333333,21.067696441076166
0.7000000000000002,0.30000000000000004,10.724076923076924,20.903085896584745
0.8000000000000003,0.30000000000000004,10.424642857142857,20.768078183321908
0.2,0.4000000000000001,11.194866666666666,21.43322187633021
0.30000000000000004,0.4000000000000001,11.4991875,21.628044583364442
0.4000000000000001,0.4000000000000001,11.526,21.612871981625155
0.5000000000000001,0.4000000000000001,11.403777777777778,21.512334962889444
0.6000000000000001,0.4000000000000001,11.210894736842105,21.388871922223085
0.7000000000000002,0.4000000000000001,10.9955,21.269901269164368
0.8000000000000003,0.4000000000000001,10.784952380952381,21.16483381640854
0.2,0.5000000000000001,11.293727272727272,21.594734206619574
0.30000000000000004,0.5000000000000001,11.501130434782608,21.72248684618335
0.4000000000000001,0.5000000000000001,11.520041666666666,21.70785860005542
0.5000000000000001,0.5000000000000001,11.43228,21.63203272926518
0.6000000000000001,0.5000000000000001,11.290230769230769,21.5377700438448
0.7000000000000002,0.5000000000000001,11.127740740740741,21.44479993948287
0.8000000000000003,0.5000000000000001,10.965107142857143,21.360448263086617
0.2,0.6000000000000001,11.344862068965517,21.677802885233422
0.30000000000000004,0.6000000000000001,11.502166666666668,21.772688549342423
0.4000000000000001,0.6000000000000001,11.516774193548388,21.759771998331114
0.5000000000000001,0.6000000000000001,11.4483125,21.69907256082619
0.6000000000000001,0.6000000000000001,11.335909090909091,21.623034154822168
0.7000000000000002,0.6000000000000001,11.205529411764706,21.54701835521565
0.8000000000000003,0.6000000000000001,11.0732,21.476961743093124
0.2,0.7000000000000002,11.376111111111111,21.728410741085813
0.30000000000000004,0.7000000000000002,11.50281081081081,21.80383675634399
0.4000000000000001,0.7000000000000002,11.51471052631579,21.792495690513572
0.5000000000000001,0.7000000000000002,11.458589743589744,21.741938087366357
0.6000000000000001,0.7000000000000002,11.3656,21.678275992338506
0.7000000000000002,0.7000000000000002,11.256756097560976,21.614068927662743
0.8000000000000003,0.7000000000000002,11.145261904761904,21.554287497475055
0.2,0.8000000000000003,11.397186046511628,21.762475171298767
0.30000000000000004,0.8000000000000003,11.50325,21.825048682649026
0.4000000000000001,0.8000000000000003,11.513288888888889,21.815010123001702
0.5000000000000001,0.8000000000000003,11.465739130434782,21.771707807830907
0.6000000000000001,0.8000000000000003,11.38644680851064,21.71697884634891
0.7000000000000002,0.8000000000000003,11.293041666666667,21.661437510008426
0.8000000000000003,0.8000000000000003,11.19673469387755,21.609350772670762
